Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",0,Touchstone Books,Paperback,191,1996,1952,,2012/02/06,to-read,to-read (#75),to-read,,,,1,0
542355,Possessing the Gates of the Enemy: An Intercessionary Prayer Manual,Cindy Jacobs,"Jacobs, Cindy",,"=""0551026529""","=""9780551026520""",0,Zondervan,Paperback,256,1993,1991,,2024/12/26,to-read,to-read (#74),to-read,,,,1,0
8137350,His Last Bow,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,Public Domain Books,Kindle Edition,20,2009,1917,2002/11/01,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
61668207,"The Last Dragon King (Kings of Avalier, #1)",Leia Stone,"Stone, Leia",,"=""""","=""""",4,,Kindle Edition,358,2022,2022,2025/01/01,2024/12/26,,,read,"I really enjoyed this book up to about 85% and then the drama introduced got to be very stressful for me. It was of a nature I did not enjoy. However, I have to say in redemption of the book, it does have a happy ending, so I can forgive it's complications. It does have some sex scenes which I glossed over. I don't enjoy reading erotica, so be aware, if you're like me. Overall though, great read. I'd tentatively recommend it, provided you can stomach some relationship stress. I am a very sensitive person, I suppose.",,,1,0
60717747,"Half a Soul (Regency Faerie Tales, #1)",Olivia Atwater,"Atwater, Olivia",,"=""""","=""9780316462808""",5,Orbit,Kindle Edition,305,2022,2020,2023/10/15,2025/01/01,,,read,"This book was a delightful cute romance in a regency setting. No erotica, just amazingly cute romance. And the romance felt full and meaningful because it wasn't the book's only plot. There are other plots as well woven throughout that bolster and add strength to the romance plot. I highly enjoyed it. Wonderful read.",,,1,0
49824268,"Waiting on God: Spending Time in His Presence in Silence, Stillness & Expectation",Michael Van Vlymen,"Vlymen, Michael Van",,"=""""","=""""",5,Ministry Resources,Kindle Edition,97,2019,,2024/12/27,2024/12/27,,,read,"This book gives practical tips on how to experience the Lord by waiting in His Presence in stillness and holy expectation. Michael's books such as ""How to See in the Spirit"" have led me on a journey of more of God, and I cannot recommend them enough. There are a few typos, but it's easy for me to look past that, considering how much this book feeds the spirit and has helped me.",,,1,0
11954832,A Guide for Listening and Inner-Healing Prayer: Meeting God in the Broken Places,Rusty Rustenbach,"Rustenbach, Rusty",The Navigators,"=""1617470864""","=""9781617470868""",0,NavPress,Paperback,230,2011,2011,,2024/12/26,currently-reading,currently-reading (#1),currently-reading,,,,1,0
11944017,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",Timothy Zahn,"Zahn, Timothy",,"=""0307796159""","=""9780307796158""",5,Spectra,Kindle Edition,420,2011,1997,2007/01/31,2011/07/14,,,read,A book by Zahn... need I say more?  It follows out some of the ripples that Thrawn's life continues to exert... he casts a large shadow.,,,1,0
9712506,"Raiders from the Sea (Viking Quest, #1)",Lois Walfrid Johnson,"Johnson, Lois Walfrid",,"=""1575677326""","=""9781575677323""",4,Moody Publishers,Kindle Edition,212,2003,2003,2004/02/21,2011/07/12,,,read,,,,1,0
8200487,Around the World in Eighty Days,Jules Verne,"Verne, Jules",,"=""""","=""""",3,Public Domain Books,Kindle Edition,150,2006,1872,2004/10/11,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
376974,From the Earth to the Moon and 'Round the Moon,Jules Verne,"Verne, Jules",,"=""1596051310""","=""9781596051317""",2,Cosimo Classics,Paperback,340,2006,1865,2004/10/31,2011/07/12,,,read,"**This book is not the same edition that I read.  I read it as part of ""The Works of Jules Verne"" large volume.  <br/><br/>This book was not nearly as exciting as some of Verne's other novels.",,,1,0
18881420,31 Days of Praise: Enjoying God Anew,Ruth Myers,"Myers, Ruth",Warren Myers,"=""1601423152""","=""9781601423153""",4,,Paperback,158,1994,1994,2014/01/28,2014/02/01,,,read,This book has prayers of praise written for each day of the month and it's really helpful to making one's own praises.,,,1,0
2692446,The Song of Songs: Commentary,Jeanne Guyon,"Guyon, Jeanne",,"=""0940232944""","=""9780940232945""",4,Seedsowers,Paperback,144,2017,1997,2015/09/15,2015/10/13,,,read,,,,1,0
26704113,Powerful Keys to Spiritual Sight: Effective Things You Can Do To Open Your Spiritual Eyes,Michael Van Vlymen,"Vlymen, Michael Van",,"=""""","=""""",5,Ministry Resources,Kindle Edition,58,2015,2015,2019/03/24,2019/03/29,,,read,I really enjoyed this short version of Michael's longer book.  It encapsulated a lot of the important points.,,,1,0
21687761,Awakening,Linda Harley,"Harley, Linda",,"=""1301365181""","=""9781301365180""",0,Smashwords Edition,ebook,,2012,2012,,2019/03/03,to-read,to-read (#73),to-read,,,,0,0
29396,"Furies of Calderon (Codex Alera, #1)",Jim  Butcher,"Butcher, Jim",,"=""044101268X""","=""9780441012688""",5,Ace,Paperback,688,2005,2004,2019/02/01,2011/10/08,,,read,This book has exceptional characters and great plot.  One couldn't ask for more in a good story.,,,1,0
18300076,Gazing Into Glory: Every Believer's Birth Right to Walk in the Supernatural,Bruce D. Allen,"Allen, Bruce D.",,"=""0768490111""","=""9780768490114""",5,Destiny Image,Kindle Edition,258,2011,2011,,2018/12/04,,,read,,,,2,0
80119,He Is There and He Is Not Silent,Francis A. Schaeffer,"Schaeffer, Francis A.","Charles W. Colson, Jerram Barrs","=""084231413X""","=""9780842314138""",0,Tyndale Elevate,Paperback,88,2001,1972,,2018/12/04,to-read,to-read (#72),to-read,,,,0,0
515398,"The Hunters (Twilight of the Clans, #3)",Thomas S. Gressman,"Gressman, Thomas S.",,"=""0451456246""","=""9780451456243""",0,Ace,Mass Market Paperback,336,1997,1997,,2018/05/10,to-read,to-read (#71),to-read,,,,0,0
6718694,The Manifest Presence of God,Walter Beuttler,"Beuttler, Walter",,"=""""","=""""",5,,ebook,,,,2018/04/18,2018/04/18,,,read,"I simply loved this collection of sermons by Walter Beuttler.  The cost of following Jesus is high, but it's worth it.",,,1,0
18810344,How To See In The Spirit,Michael R. Van Vlymen,"Vlymen, Michael R. Van",,"=""1492244988""","=""9781492244981""",5,Create Space ,Paperback,141,2013,2013,2018/04/15,2018/04/16,,,read,"This book was recommended to me by Brenda Cobb Murphy, and caused a shift in my thinking.  Firstly, it showed me that supernatural things really were open to all believers and one can walk in the supernatural as part of one's daily living.  It doesn't have to be a one time thing.  Secondly, it showed me that the supernatural is not evil - it's seeking it APART FROM JESUS - that is evil.  With Jesus, He can do all things in you for ministry, and none of it is bad.  That was also good to realize.  I highly recommend this book, especially to anyone who like myself wants to see angels someday.",,,1,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,Tor Books,Hardcover,1248,2017,2017,2018/04/02,2018/04/04,,,read,,,,1,0
10241797,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",4,Ballantine,Mass Market Paperback,512,1993,1955,2012/08/09,2012/08/09,,,read,"There are few books with such beauty and full of epic lore as this one.  The imagery that Tolkien uses is without copy.  The story is as epic as one could ever wish.  I had a great time reading it, and the ending was as beautiful as a fairy tale, yet with more substance.  ",,,1,0
34020300,"Seeing the Supernatural: How to Sense, Discern and Battle in the Spiritual Realm",Jennifer Eivaz,"Eivaz, Jennifer",John Eckhardt,"=""0800798546""","=""9780800798543""",5,Chosen Books,Paperback,160,2017,,2017/11/20,2017/11/20,,,read,"This book describes the gift ""discerning of spirits,"" mentioned in 1 Cor. 12:10, how to use it effectively in God's Kingdom, and how to wisely and prayerfully deal with what is discerned.  I really enjoyed this book.",,,1,0
11874869,"Lord of Chaos (Wheel of Time, #6)",Robert Jordan,"Jordan, Robert","Kate Reading, Michael Kramer","=""""","=""""",5,Macmillan Audio,Audible Audio,34,2005,1994,2010/09/29,2011/07/15,,,read,"**Date finished reading is an approximation, but accurate within a month.",,,1,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,Tor Books,Hardcover,1088,2014,2014,2014/04/07,2014/05/31,,,read,,,,2,0
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250166543""","=""9781250166548""",5,Tor Books,Hardcover,272,2017,2016,2017/06/05,2017/06/05,,,read,"This story is amazing - hilarious - funny - and down-right unexpectedly surprising, just as always Sanderson manages in a good story.  There are some Sanderson stories that are so-so.  This is not one of those stories.  Lift takes it away with pranks, plot and more as she hunts her nemesis Darkness.  Not to mention - this story sheds loads of light on what is going on in Roshar after Words of Radiance.  A truly must read.",,,1,0
28595941,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"Sanderson, Brandon",,"=""0765391163""","=""9780765391162""",4,Tor Books,Hardcover,672,2016,2016,2017/06/05,2017/06/05,,,read,"I had already read The Emperor's Soul, but I listened to it again in this collection and fell in love with it again.  I loved the introduction to each story, in which a narrator explained its place in the cosmere. My favorite story is Edge Dancer, the last one, placed in Roshar.  The intro to Roshar was fantastically interesting.  However, one of the most intriguing stories that shed the most light on the cosmere as a whole was probably The Secret Histories.  That was fantastic and amazing.  I loved seeing what had happened to Kelsier after his death and what he had been doing while the rest of the story went on.  It also shed loads of light on the Stormlight Archive and Sanderson's whole universe.  What a great collection!  I highly recommend this series as a must read for any Sanderson lover.",,,1,0
25451852,"Dawn of Wonder (The Wakening, #1)",Jonathan Renshaw,"Renshaw, Jonathan",,"=""""","=""""",3,Jonathan Renshaw,Kindle Edition,715,2015,2015,2017/04/25,2017/04/28,,,read,"This book was slow in places, but had other parts that were fascinating.  I loved its conclusion.  It was a rambling, fun adventure with memorable and living characters.  The characters by far made the book, more than the plot.  I would recommend it to anyone who wants a nice, quiet and relaxing read by a fireside at night (or in the car) for fun.",,,1,0
22064157,The Wild Romancer: Uncovering the Romance Jesus Longs To Lavish On You,Brenda Cobb Murphy,"Murphy, Brenda Cobb",,"=""""","=""""",5,,Kindle Edition,142,2013,2013,2017/04/14,2017/04/28,,,read,"This is one of the best books I've read - why?  Because it describes some of the life experiences of someone in love with Jesus, and some tips on how one can develop that kind of relationship with Him - it's thoroughly priceless.",,,1,0
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""1616960922""","=""9781616960926""",4,Tachyon Publications,Paperback,175,2012,2012,2014/05/07,2014/05/08,,,read,"This book is a great short read!  It's about a forger who can rewrite the history of objects to change them into something else.  She is captured and forced to reforge not an object but a soul - the Emperor - who was wounded in the head and died, yet still lives without mind.  After this she is to be killed.  Can she do it before the deadline and still escape?<br/><br/>",,,2,0
24876258,"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim  Butcher,"Butcher, Jim",,"=""0451466802""","=""9780451466808""",4,Roc,Hardcover,630,2015,2015,2017/01/05,2017/02/14,,,read,,,,1,0
724456,Intimacy with Christ: Her Letters Now in Modern English,Jeanne Guyon,"Guyon, Jeanne",Gene Edwards,"=""0940232367""","=""9780940232365""",5,Seedsowers,Paperback,184,2014,,2017/02/14,2017/02/14,,,read,I love Guyon's letters - they contain nuggets of wisdom that can be re-read again and again.,,,1,0
8135690,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,Public Domain Books,Kindle Edition,240,2006,1893,2002/10/04,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
27066876,"The Intercessors Handbook: How to Pray with Boldness, Authority and Supernatural Power",Jennifer Eivaz,"Eivaz, Jennifer",Kris Vallotton,"=""0800797914""","=""9780800797911""",5,Chosen Books,Paperback,192,2016,,2016/10/16,2016/10/22,,,read,This book was great - I identified with it a lot - and it helped me see that I was not as crazy as I had once believed.  It gave me a lot of food for thought on prayer as well.  I'd highly recommend it to all intercessors and prayer warriors.,,,1,0
54898,"Since Nobody's Perfect, How Good is Good Enough?",Andy Stanley,"Stanley, Andy",,"=""1590524012""","=""9781590524015""",4,Multnomah Pub,Paperback,94,2003,2003,2005/11/07,2011/07/12,,,read,,,,1,0
903512,"Experiencing the Depths of Jesus Christ (Library of Spiritual Classics, Volume 2)",Jeanne Guyon,"Guyon, Jeanne",,"=""0940232006""","=""9780940232006""",5,Seedsowers,Paperback,178,1981,1685,2016/08/17,2016/08/17,,,read,"This book describes how to launch out in the deep with Jesus - how to go from being a new convert to the faith, to one who dives deeply into an experiential relationship with Jesus.  The appendix at the end describes how this work has profoundly influenced such famous men as Zinzendorf and the Moravians, John Wesley and Watchman Nee.  Indeed, almost every age has been touched by this book in some form or another, and it stands as a foundational piece in Christian literature.<br/><br/>I truly enjoyed reading this book - it talks about praying the Scripture, learning how to be silent before God, learning how to turn inwardly to Him and many other truly helpful topics.  I think I will be coming back to this book a lot, as it is so deep, one cannot appreciate it all at once.  It will also take me a long time to learn to practice what it describes, but I will make it one of my aims to try.",,,1,0
1142327,Spiritual Torrents,Jeanne Guyon,"Guyon, Jeanne",,"=""0940232189""","=""9780940232181""",5,Seedsowers,Paperback,,2018,2013,2016/07/17,2016/07/17,,,read,"This book was fascinating, though the forward basically said not to read it.  I think it is important to remember when reading it that God works differently in the life of each believer, and not to try to judge oneself too much about where on the journey one is with God.  He performs all things in His time.  Nevertheless, it was a great read, and I recommend it.",,,1,0
870361,Hearing Heart,Hannah Hurnard,"Hurnard, Hannah",,"=""0842314059""","=""9780842314053""",5,Tyndale House Publishers,Mass Market Paperback,124,1976,1973,2016/07/12,2016/07/17,,,read,"This book gave me a picture of Hannah's walk with Jesus, and how she listened to Him, and learned to hear His Voice.  It was very insightful and full of the miracles that God did in her life.  I highly recommend it.  It's also a short read.",,,1,0
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",3,Tor Books,Hardcover,376,2015,2015,2016/06/09,2016/06/12,,,read,,,,1,0
821056,Hinds' Feet on High Places,Hannah Hurnard,"Hurnard, Hannah",,"=""0842314296""","=""9780842314299""",5,Tyndale Momentum,Mass Market Paperback,320,1979,1955,2016/05/20,2016/05/22,,,read,"This book gave me a better understanding of spiritual growth with the Lord than I have ever understood by a more textbook style means.  Hannah describes spiritual truth through story in a way that is truly enlightening.  Her depiction of the Lord was beautiful as well.  I found a lot of comfort, reading this work.",,,1,0
91479,"Death Masks (The Dresden Files, #5)",Jim  Butcher,"Butcher, Jim",,"=""0451459407""","=""9780451459404""",4,Ace,Paperback,432,2003,2003,2016/03/30,2016/04/25,,,read,*Date finished is guessed.,,,1,0
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",4,Tor Books,Hardcover,325,2011,2011,2016/04/22,2016/04/25,,,read,,,,1,0
91478,"Summer Knight (The Dresden Files, #4)",Jim  Butcher,"Butcher, Jim",,"=""0451458923""","=""9780451458926""",4,Dutton / Signet,Mass Market Paperback,446,2003,2002,2016/01/21,2016/01/23,,,read,"An excellent read!  I'm really enjoying the Dresden Files so far.  It's a great mix of the arcane with the modern world and Butcher makes it really fun, with the cool characters that get mixed up in these stories.  Dresden isn't a super hero - he bleeds, gets into impossible situations and gets hurt.  It makes it more real, suspenseful and relate-able.  Good stuff.",,,1,0
11075909,Ben-Hur: A Tale of the Christ,Lew Wallace,"Wallace, Lew",,"=""""","=""""",3,,Kindle Edition,544,2011,1880,2006/09/17,2011/07/14,,,read,"Very interesting story, with creative and fascinating blending with history.  A really fascinating read.  It gave me a different perspective on some things that I enjoyed.",,,1,0
91476,"Grave Peril (The Dresden Files, #3)",Jim  Butcher,"Butcher, Jim",,"=""""","=""""",4,ROC,Paperback,378,2007,2001,2015/11/17,2015/11/17,,,read,,,,1,0
91477,"Fool Moon (The Dresden Files, #2)",Jim  Butcher,"Butcher, Jim",,"=""0451458125""","=""9780451458124""",4,Roc,Paperback,432,2001,2001,2015/11/05,2015/11/17,,,read,,,,1,0
25131600,"Aftermath (Star Wars: Aftermath, #1)",Chuck Wendig,"Wendig, Chuck",,"=""080417766X""","=""9780804177665""",3,Del Rey,ebook,366,2015,2015,2015/09/13,2015/10/13,,,read,,,,1,0
498641,The Practice of the Presence of God,Brother Lawrence,"Lawrence, Brother",Joseph de Beaufort,"=""""","=""""",5,Whitaker House,Paperback,95,1982,1692,2006/10/17,2011/07/14,,,read,"This was one of those life changing books for me.  It helped me see and desire a continual conversation with God, and see how simple living with Him is.  It was encouraging and inspiring.  I've tried to emulate much of what Brother Lawrence wrote about, and his simple life.  He is right - it does get easier the more you practice.  At ~50 pages, I highly recommend this book to everyone.  It's a simple, easy and yet amazing read.<br/><br/>Read second time: October 12, 2015",,,1,0
47212,"Storm Front (The Dresden Files, #1)",Jim  Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",3,Penguin ROC,Paperback,372,2000,2000,2015/08/15,2015/08/15,,,read,,,,1,0
6615179,Come Away My Beloved,Frances J. Roberts,"Roberts, Frances J.",,"=""0932814026""","=""9780932814029""",4,King's Farspan,Paperback,192,1973,1970,2003/12/19,2011/07/12,,,read,,,,1,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Mark Hallaq","=""""","=""""",4,Signet,Mass Market Paperback,256,2001,1902,2002/09/01,2011/07/12,,,read,**This book is not the same edition that I read.,,,1,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",3,Tor Books,Hardcover,572,2008,2008,2014/08/19,2011/10/08,,,read,,,,1,0
489034,"Summer Promise (Christy Miller, #1)",Robin Jones Gunn,"Gunn, Robin Jones",,"=""0929608135""","=""9780929608136""",2,Focus on the Family,Paperback,160,1988,,2004/09/21,2011/07/12,,,read,"This book was ok; it was a love story.  But, it was never very exciting or interesting, in my opinion.  It was too ordinary.  I never read the rest of the series because of that.",,,1,0
18006456,"Shards of Time (Nightrunner, #7)",Lynn Flewelling,"Flewelling, Lynn",,"=""0345522311""","=""9780345522313""",2,Del Rey,Mass Market Paperback,409,2014,2014,2014/07/05,2014/07/06,,,read,"I would not recommend this book.  I bought it for John because it intrigued me - someone being murdered by unseen forces out of a rift. I did not realize until I started reading it that it's likely the second book in a series.  For all that, it's still quite understandable.  However, it had a little too much evil, ghosts and necromancy for my taste.  It ranks as the first book I've read with the two main characters being gay.<br/><br/>The plot is rather intriguing - ghost stories always are - as one wonders what ghosts and weird sights they will find next.  Yet, there is an element of unbelievability that threw me out of the story as the characters did things that did not make sense.  <br/><br/>Point 1:  The govenor and his mistress were murdered gruesomely, reportedly by ghosts, that no one can do anything about. Let's go sleep in his bedchamber at midnight and SEE WHAT HAPPENS!<br/><br/><br/>Point 2:  A man disappeared mysteriously in a hallway and came back somewhere else, badly injured.  Let's go SEARCH THAT HALLWAY AGAIN and see what happens!<br/><br/>Really?  What are these people thinking, I wondered.  I suspect horror type books are frequently like this, but I can't say for certain, as I don't read many.  It turned out they were fighting a bad necromancer.  There was one magician in their party.  It was an ok book.  But really, not worth the time.  <br/><br/>Read something more interesting, people.  Unless you really want to read a book about ghost stories and people doing dumb things. And it gave in some ways, a fairly accurate description of evil that was creepy.  It creeped me out, until I got thrown out of the story by the dumb things the characters did.",,,1,0
983100,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""0060558121""","=""9780060558123""",2,Harper Perennial,Paperback,592,2003,2001,2013/01/25,2012/08/09,,,read,"I have to say this for Gaiman - his use of metaphors is without parallel, and his descriptions as well.  No one else writes like him.  The ways he describes things are bizarre, but also apt, and gives a crystal clear picture of a thing, sound, smell, or sight in one's mind.  There wasn't that much violence, but there were quite a few sex scenes - at least three - which I don't prefer.  I enjoyed Neverwhere more, overall.<br/><br/>This was a good book - it was probably one of the strangest books I've ever read.  And though it was interesting and even suspenseful, for some reason, there was a strange resistance while I read it.  I found it difficult to finish.  For most of the book, I did not understand what was going on or why.  I think that was by design, in many ways.<br/><br/>I'm sure that there is a lot more meaning to this book than I am getting.  It reminded me somewhat of Nietszche, mostly for the idea that human belief creates realities.  There was a lot of metaphorical and interesting word plays - I really wish I was more familiar with the Greek and Roman classics.",,,1,0
623976,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0439925509""","=""9780439925501""",3,Scholastic Press,Hardcover,308,2007,2007,2014/05/30,2011/10/08,,,read,"I loved the nonsense humor in this book.  The magic system is pretty cool.  People known as oculators can wear glasses that give them the ability to see new information about people and things.  There are many different types of magical glasses that do different things depending on the glass they are made from.  For instance, trackers lenses let one see footprints of people that have passed.  The better you know someone, the longer the footprints stay.<br/><br/>In addition, the characters in this book have hilariously comical magical ""talents"" that seem like nonsense.  For instance, one is magically good at breaking things.  One is magically good at arriving late to things, another good at tripping, another at saying things that don't make sense. But it turns out that when you can ""arrive late"" to bullets being shot at you, these can become pretty useful.  I loved seeing the uses that Sanderson found for these seemingly useless skills.<br/><br/>Meanwhile, the librarians have control of the United States and the known world, seeking power through information and pulling all the strings behind events.  Some - those in the three Kingdoms - seek to end their tyranny and keep them from their lands.  Alcatraz learns that he's part of a famous line of stubborn oculators, and goes on an adventure to take back the sands of Rashid, said to be able to make the most powerful lens of all time.  He goes to great lengths, however, to prove that he's not the hero everyone thinks he is.",,,1,0
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",3,Delacorte Press,Hardcover,386,2013,2013,2014/05/18,2014/05/18,,,read,,,,1,0
18912342,The Pursuit of God (The Definitive Classic),A.W. Tozer,"Tozer, A.W.",,"=""0830768793""","=""9780830768790""",5,Regal,Kindle Edition,144,2013,1948,2014/04/16,2014/04/17,,,read,,,,1,0
10137823,"The Rithmatist (Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765320320""","=""9780765320322""",4,Tor Teen,Hardcover,378,2013,2013,2014/05/10,2014/05/10,,,read,"The Rithmatist is an alternate history - another masterful and fun piece by Sanderson with a great satisfying closer set around 1900.  In it, a sixteen year old boy named Joel grapples with not being a Rithmatist - having the power to draw chalk that comes alive.  People duel each other with chalk, building defenses, launching attacks and 2D creatures called ""chalklings"", all to prepare to fight at Nebrask.  Nebrask houses a tower full of wild chalklings that must be contained at all times, constantly surrounded and fought by Rithmatists.  Otherwise, they swarm out, crawl up people's skin and eat the flesh from their bones. Though not a Rithmatist, Joel finds himself in the center of an investigation to catch a killer.  Someone is capturing or killing teenagers - young Rithmatists - by swarming them with chalkings.  Why would anyone do such a thing?  Read the book to find out!  It's going to be a series and I highly recommend it.",,,1,0
666758,The Knowledge of the Holy,A.W. Tozer,"Tozer, A.W.",,"=""0060684127""","=""9780060684129""",4,HarperOne,Paperback,117,1978,1961,2014/05/06,2014/05/06,,,read,"Tozer goes over, one by one, some of the attributes of God and it really gave me a lot of food for thought.  As he says, a low view of God is the cause of so many lesser evils and it really helped me think about God in new and higher ways than I previously have.  Trying to meditate on the reality of God is a brain buster but well worth doing.",,,1,0
